text,label,split,cleaned_text
"Dalam metode cerat peleburan 2 dipisahkan dari area kerja 6 oleh dinding pelindung 8 , 10 yang diatur dapat digerakkan sehubungan dengan cerat peleburan .",1,Train,metode cerat peleburan token_angka dipisahkan dari area kerja token_angka dinding pelindung token_angka token_angka diatur digerakkan sehubungan cerat peleburan
"Kontrak mencakup penyediaan peralatan pemanas sementara untuk pabrik pelet baru LKAB di Kiruna, Swedia utara.",1,Train,kontrak mencakup penyediaan peralatan pemanas pabrik pelet lkab kiruna swedia utara
"Selubung terdiri dari bagian selubung sisi pertama yang dilengkapi dengan segmen tong sisi pertama dan bagian selubung sisi kedua yang dilengkapi dengan segmen tong sisi kedua, setidaknya bagian selubung sisi pertama yang dapat diputar di sekitar sumbu rotasi.",1,Train,selubung dari selubung sisi dilengkapi segmen tong sisi selubung sisi dilengkapi segmen tong sisi selubung sisi diputar sekitar sumbu rotasi
"Namun, peringkat broker pada saham berbeda.",1,Train,namun peringkat broker saham berbeda
Mr . Koistinen bergabung dari Nokia Siemens Networks dimana beliau telah memegang berbagai posisi manajemen penjualan senior dan pengembangan bisnis sejak tahun 1997 .,1,Train,mr koistinen bergabung dari nokia siemens networks dimana beliau memegang posisi manajemen penjualan senior pengembangan bisnis token_tahun
"Sekitar 3,8 juta euro ($5,2 juta) dari harga akuisisi dasar akan dibayar tunai dan sisanya melalui penawaran berlangganan dengan total 850.000 saham Ixonos baru.",1,Train,sekitar token_angka juta euro token_angka juta dari harga akuisisi dasar dibayar tunai sisanya penawaran berlangganan total token_angka saham ixonos
Cargotec juga akan memindahkan bisnis layanan dan instalasi Hallberg-Ivarsson di bawah satu atap dengan pusat layanannya untuk solusi Kalmar dan MacGregor di Gothenburg.,1,Train,cargotec memindahkan bisnis layanan instalasi hallberg ivarsson bawah atap pusat layanannya solusi kalmar macgregor gothenburg
"Laba operasi konsolidasi perusahaan berjumlah EUR 15,86 juta, naik dari EUR 4,14 juta tahun ke tahun.",2,Train,laba operasi konsolidasi perusahaan token_uang naik dari token_uang ke
"Setelah pendirian, rencana diarahkan ke sekitar 20 orang.",1,Train,setelah pendirian rencana diarahkan ke sekitar token_angka orang
Pencocokan Pesanan BasWare secara otomatis mencocokkan faktur pembelian dengan pesanan pembelian yang disetujui.,1,Train,pencocokan pesanan basware otomatis mencocokkan faktur pembelian pesanan pembelian disetujui
"`` Setiap tahun, hiburan pribadi memainkan peran yang lebih signifikan dalam menentukan apakah pengalaman berolahraga di fasilitas kebugaran menyenangkan atau membosankan, '' kata Brian Wilson, direktur pemasaran untuk Divisi Hiburan & Layanan Precor.",1,Train,hiburan pribadi memainkan peran lebih signifikan menentukan pengalaman berolahraga fasilitas kebugaran menyenangkan membosankan brian wilson direktur pemasaran divisi hiburan layanan precor
Pertumbuhan penjualan bersih pada semester pertama tahun 2008 telah mencapai 28 % dibandingkan dengan semester pertama tahun 2007 .,2,Train,pertumbuhan penjualan bersih semester token_tahun mencapai token_angka dibandingkan semester token_tahun
"Penjualan segmen Tiimari turun 4,0 % year-on-year menjadi EUR3,3 juta pada Juni 2010 .",0,Train,penjualan segmen tiimari turun token_angka year year menjadi token_uang token_angka juta juni token_tahun
"Begitu tanaman Anda berada di tanah, mereka akan terus tumbuh, tetapi keberhasilan taman mana pun terletak pada seberapa baik pemeliharaannya.",1,Train,tanaman tanah tumbuh tetapi keberhasilan taman terletak pemeliharaannya
Rantai baru memiliki 700 toko diskon dan 250 supermarket.,1,Train,rantai memiliki token_angka toko diskon token_angka supermarket
Sebanyak 1.800.000 opsi saham diterbitkan dalam skema opsi saham tahun 2003 .,1,Train,token_angka token_angka opsi saham diterbitkan skema opsi saham token_tahun
"Penjualan YIT di Baltik pada tiga kuartal pertama tahun 2008 berjumlah 106,2 juta euro, menunjukkan penurunan sebesar 29 persen tahun ke tahun.",0,Train,penjualan yit baltik kuartal token_tahun token_angka juta euro penurunan sebesar token_persen ke
Juha Haapakoski akan melanjutkan sebagai Pemimpin Redaksi dengan tanggung jawab anggaran juga dengan penerbit baru.,1,Train,juha haapakoski melanjutkan pemimpin redaksi tanggung anggaran penerbit
Luas keseluruhan kompleks ini sekitar 25.000 m2 dan proyek ini akan dibangun secara bertahap.,1,Train,luas kompleks sekitar token_angka m2 proyek dibangun bertahap
Laporan akan dikirim melalui email dalam 2 hari kerja setelah pemesanan .,1,Train,laporan dikirim email token_angka kerja setelah pemesanan
Penjualan bersih pada tahun 2007 diharapkan menjadi 10 % pada tahun 2006 .,2,Train,penjualan bersih token_tahun diharapkan menjadi token_angka token_tahun
Organisasi baru ini terdiri dari dua unit bisnis: Charging & Messaging dan Finance & Administration.,1,Train,organisasi dari unit bisnis charging messaging finance administration
Identitas pembeli belum diketahui.,1,Train,identitas pembeli belum
Sektor energi menyumbang sekitar 33% dan industri baja sekitar 57% dari volume transportasi.,1,Train,sektor energi menyumbang sekitar token_angka industri baja sekitar token_angka dari volume transportasi
Penjualan langganan sedikit menurun.,0,Train,penjualan langganan menurun
"Dengan cara ini, titik awal industri adalah kebutuhan konsumen.",1,Train,titik industri kebutuhan konsumen
Bisnis yang akan didivestasikan menghasilkan penjualan bersih konsolidasi sebesar EUR 60 juta per tahun dan saat ini memiliki sekitar 640 karyawan.,1,Train,bisnis didivestasikan menghasilkan penjualan bersih konsolidasi sebesar token_uang memiliki sekitar token_angka karyawan
"Laba operasional naik dari EUR 1,94 juta menjadi EUR 2,45 juta.",2,Train,laba operasional naik dari token_uang menjadi token_uang
"Koran pertanian Maaseudun Tulevaisuus memiliki 318.000 pembaca, menunjukkan penurunan sebesar 6%.",0,Train,koran pertanian maaseudun tulevaisuus memiliki token_angka pembaca penurunan sebesar token_angka
"Secara total, lebih dari 3000 kamera pengawas akan ditangani dan dikelola sesuai dengan berbagai kebutuhan, kata perusahaan itu.",1,Train,total lebih dari token_angka kamera pengawas ditangani dikelola sesuai kebutuhan perusahaan
"Pesanan itu mencakup semua jalur produksi untuk pabrik kayu lapis, kata perusahaan itu dalam pernyataan yang diterima Lesprom Network.",1,Train,pesanan mencakup jalur produksi pabrik kayu lapis perusahaan pernyataan diterima lesprom network
Sementara volume konstruksi tumbuh pada tingkat 10-15 persen per tahun.,2,Train,volume konstruksi tumbuh tingkat token_angka token_persen
Nordea adalah yang termurah juga untuk pasangan berusia 30-an dengan hutang.,1,Train,nordea termurah pasangan berusia token_angka hutang
Tidak ada tanggal penutupan yang direncanakan disediakan.,1,Train,tidak tanggal penutupan direncanakan disediakan
"Juli lalu, grup tersebut mengatakan akan merelokasi gudang dan ruang kantor di Loudeac dan Saint Marcel ke Morvillars, di timur Prancis, di mana mereka telah mengoperasikan unit produksi dan distribusi kait.",1,Train,juli grup merelokasi gudang ruang kantor loudeac saint marcel ke morvillars timur prancis mengoperasikan unit produksi distribusi kait
"Alhasil, perseroan saat ini mengantisipasi penjualan bersih meningkat dan hasil usaha positif.",2,Train,alhasil perseroan mengantisipasi penjualan bersih meningkat hasil usaha positif
"Laba operasi bersih konsolidasi Finnish Bank of +àland meningkat dari EUR 4,8 juta di triwulan pertama tahun 2005 menjadi EUR 6,4 juta di triwulan pertama tahun 2006 .",2,Train,laba operasi bersih konsolidasi finnish bank àland meningkat dari token_uang triwulan token_tahun menjadi token_uang triwulan token_tahun
Pinjaman R&D ).,1,Train,pinjaman r
Kaupthing Bank akan mempublikasikan hasil tahunannya untuk 2007 sebelum pasar dibuka pada Kamis 31 Januari.,1,Train,kaupthing bank mempublikasikan hasil tahunannya token_tahun pasar dibuka kamis token_angka januari
"PCS Digital Guatemala telah menggunakan sistem prabayar Tecnomen di jaringan tetap Telgua serta akses berganda divisi kode , atau CDMA , dan sistem global untuk komunikasi seluler , atau GSM , sejak 2003 .",1,Train,pcs digital guatemala sistem prabayar tecnomen jaringan telgua akses berganda divisi kode cdma sistem global komunikasi seluler gsm token_tahun
"Maskapai tersebut memperkirakan bahwa pembatalan penerbangannya karena penutupan wilayah udara Eropa, dan proses dimulainya kembali lalu lintas, telah menyebabkan kerugian sebesar EUR20 juta bagi perusahaan, termasuk biaya akomodasi penumpang yang terlantar.",0,Train,maskapai pembatalan penerbangannya karena penutupan wilayah udara eropa proses lintas menyebabkan kerugian sebesar token_uang perusahaan biaya akomodasi penumpang terlantar
Majalah pelanggan setia S Group Yhteishyv+ñ berada di urutan kedua dengan 1.629.000 pembaca dan surat kabar harian Sanoma Corporation Helsingin Sanomat di urutan ketiga dengan 1.097.000 pembaca.,1,Train,majalah pelanggan setia group yhteishyv ñ urutan token_angka token_angka pembaca surat kabar harian sanoma corporation helsingin sanomat urutan ketiga token_angka token_angka pembaca
Pabrik Oulu mempekerjakan sekitar 120 orang .,1,Train,pabrik oulu mempekerjakan sekitar token_angka orang
"Lengan leasing bank Nordea Liising mengakhiri tahun dengan keuntungan 4,4 juta euro.",1,Train,lengan leasing bank nordea liising keuntungan token_angka juta euro
Pengaturan tidak berlaku untuk unit grup di luar Finlandia.,1,Train,pengaturan tidak berlaku unit grup finlandia
Toko-toko tersebut berlokasi di wilayah ibu kota dan wilayah Paijat-Hame.,1,Train,toko toko berlokasi wilayah kota wilayah paijat hame
"Penjualan bersih setahun penuh diharapkan meningkat sekitar 10%, kata perusahaan itu.",2,Train,penjualan bersih setahun penuh diharapkan meningkat sekitar token_angka perusahaan
"Arus kas dari operasi berjumlah EUR 2,71 juta , dibandingkan dengan negatif EUR 0,83 juta pada periode yang sama tahun 2008 .",2,Train,arus kas dari operasi token_uang dibandingkan negatif token_uang periode token_tahun
Uponor mempertahankan panduan setahun penuh untuk 2010 .,1,Train,uponor mempertahankan panduan setahun penuh token_tahun
"Danske Bank adalah bank terbesar di Denmark dengan 3,5 juta pelanggan.",1,Train,danske bank bank terbesar denmark token_angka juta pelanggan
"Didirikan pada tahun 1946 , Strand Associates , yang menyediakan layanan teknik sipil , lingkungan , transportasi , kelistrikan dan mesin , memiliki 350 karyawan di 10 kantor di Wisconsin , Alabama , Illinois , Indiana , Kentucky dan Ohio .",1,Train,didirikan token_tahun strand associates menyediakan layanan teknik sipil lingkungan transportasi kelistrikan mesin memiliki token_angka karyawan token_angka kantor wisconsin alabama illinois indiana kentucky ohio
"Laba operasional mencapai EUR 9,6 juta, turun dari EUR 42,0 juta tahun sebelumnya.",0,Train,laba operasional mencapai token_uang turun dari token_uang
"Pada kuartal ketiga tahun 2010, penjualan bersih meningkat sebesar 5,2% menjadi EUR 205,5 juta, dan laba operasi sebesar 34,9% menjadi EUR 23,5 juta.",2,Train,kuartal ketiga token_tahun penjualan bersih meningkat sebesar token_angka menjadi token_uang laba operasi sebesar token_angka menjadi token_uang
Perjanjian tersebut mencakup seluruh proses pengelolaan rantai pasokan Mercator di semua wilayah di mana perusahaan tersebut hadir saat ini.,1,Train,perjanjian mencakup proses pengelolaan rantai pasokan mercator wilayah perusahaan hadir
Mr . Doring telah bergabung dengan Eaton sejak tahun 1989 dan bertindak sebagai Manajer Unit Bisnis untuk Unit Bisnis Kontrol Daya Eaton sejak Januari 2007 .,1,Train,mr doring bergabung eaton token_tahun bertindak manajer unit bisnis unit bisnis kontrol daya eaton januari token_tahun
"Saat ini mengoperasikan armada delapan kapal induk, serta sembilan pendorong dan tongkang.",1,Train,mengoperasikan armada delapan kapal induk sembilan pendorong tongkang
Istilah keuangan tidak diungkapkan.,1,Train,istilah keuangan tidak
"Pembuat peralatan olahraga global Amer Sports Corp., yang mereknya termasuk Atomic, Salomon dan Wilson, mengalami peningkatan laba bersih kuartal ketiga sebesar 64 persen menjadi EURO 47,4 juta $65 juta karena penjualan yang kuat dan pemotongan biaya.",2,Train,pembuat peralatan olahraga global amer sports corp mereknya atomic salomon wilson mengalami peningkatan laba bersih kuartal ketiga sebesar token_persen menjadi token_uang token_angka juta karena penjualan kuat pemotongan biaya
"( ADP News ) - Feb 9 , 2009 - Perusahaan layanan komputer Finlandia Proha Oyj ( HEL : ART1V ) hari ini mengatakan rugi bersihnya menyempit menjadi EUR 113.000 ( USD 146.000 ) untuk tahun 2008 dari EUR 1,2 juta untuk tahun 2007 .",2,Train,adp news feb token_angka token_tahun perusahaan layanan komputer finlandia proha perusahaan publik bursa efek helsinki art token_angka v rugi bersihnya menyempit menjadi token_uang token_uang token_tahun dari token_uang token_tahun
"Amanda mengatakan telah membuat komitmen investasi sebesar USD5,0 juta dalam dana Russia Partners II pada Juli 2005 .",1,Train,amanda komitmen investasi sebesar token_uang token_angka juta dana russia partners ii juli token_tahun
Kapasitas produksi akan meningkat dari 36.000 menjadi 85.000 ton per tahun dan bahan baku akan terus didaur ulang kertas dan karton.,2,Train,kapasitas produksi meningkat dari token_angka menjadi token_angka ton bahan baku didaur ulang kertas karton
"Total nilai proyek senilai SEK 30 miliar ( EUR 2,83 miliar USD 3,81 miliar ) .",1,Train,total nilai proyek senilai sek token_angka miliar token_uang token_uang
"Penyalinan, publikasi ulang, atau pendistribusian ulang Konten Berita AFX, termasuk dengan pembingkaian atau cara serupa, secara tegas dilarang tanpa izin tertulis sebelumnya dari AFX News.",1,Train,penyalinan publikasi ulang pendistribusian ulang konten berita afx pembingkaian dilarang izin tertulis dari afx news
"17 Agustus 2010 ( Curbed disampaikan oleh Newstex ) -- Dan sekarang , terbaru dari Racked , meliputi belanja dan ritel dari pinggir jalan .",1,Train,token_angka agustus token_tahun curbed newstex terbaru dari racked meliputi belanja ritel dari pinggir jalan
"Ini sedang dikembangkan oleh Symbian, konsorsium lisensi perangkat lunak yang dipimpin oleh Nokia.",1,Train,dikembangkan symbian konsorsium lisensi perangkat lunak dipimpin nokia
"9 September 2010 - Peritel alat tulis dan hadiah Finlandia Tiimari HEL : TII1V mengatakan hari ini penjualan bersihnya naik 2 % tahun ke tahun menjadi EUR5 ,7 juta pada Agustus 2010 , didorong oleh pertumbuhan di Finlandia , sementara permintaan di Baltik tetap lemah .",2,Train,token_angka september token_tahun peritel alat tulis hadiah finlandia tiimari bursa efek helsinki tii token_angka v penjualan bersihnya naik token_angka ke menjadi token_uang token_angka juta agustus token_tahun didorong pertumbuhan finlandia permintaan baltik lemah
"Laba per saham (EPS) pada paruh pertama tahun 2007 sebesar EUR0,29, turun dari EUR0,40 tahun lalu.",0,Train,laba saham eps paruh token_tahun sebesar token_uang token_angka turun dari token_uang token_angka
Kebutuhan bahan baku pabrik akan bertambah 100.000 m3 kayu.,1,Train,kebutuhan bahan baku pabrik bertambah token_angka m3 kayu
